8171,8171,Airtel,UW,3022,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA BR,BSNL CDMA,Bihar,BR,CMTS,CDMA,M,143,,
8220,8220,Airtel,TN,3020,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA HP,BSNL CDMA,Himachal Pradesh,HP,CMTS,CDMA,,141,,
8290,8290,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA HR,BSNL CDMA,Haryana,HR,CMTS,CDMA,,141,,
8294,8294,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA KO,BSNL CDMA,Kolkata,KO,CMTS,CDMA,M,143,,
8295,8295,AIRTEL,HR,2729,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA MP,BSNL CDMA,Madhya Pradesh,MP,CMTS,CDMA,M,141,,
8349,8349,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA OR,BSNL CDMA,Orissa,OR,CMTS,CDMA,M,143,,
8374,8374,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA PB,BSNL CDMA,Punjab,PB,CMTS,CDMA,,141,,
8400,8400,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA RJ,BSNL CDMA,Rajasthan,RJ,CMTS,CDMA,,141,,
8420,8420,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA TN,BSNL CDMA,Tamilnadu                                          (excluding Chennai Service Area) ,TN,CMTS,CDMA,M,143,,
8427,8427,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA UE,BSNL CDMA,Uttar Pradesh (East),UE,CMTS,CDMA,,141,,
8511,8511,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA UW,BSNL CDMA,Uttar Pradesh (West),UW,CMTS,CDMA,,141,,
8521,8521,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,BSNL CDMA WB,BSNL CDMA,West Bengal,WB,CMTS,CDMA,M,143,,
8527,8527,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM AP,BSNL GSM,Andhra Pradesh,AP,CMTS,GSM,M,142,,
8529,8529,VEDIOCON,HR,3032,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM AS,BSNL GSM,Assam ,AS,CMTS,GSM,M,142,,
8600,8600,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM BR,BSNL GSM,Bihar,BR,CMTS,GSM,M,142,,
8607,8607,IDEA,HR,3068,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM GJ,BSNL GSM,Gujarat,GJ,CMTS,GSM,,140,,
8658,8658,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM HP,BSNL GSM,Himachal Pradesh,HP,CMTS,GSM,,140,,
8670,8670,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM HR,BSNL GSM,Haryana,HR,CMTS,GSM,,140,,
8754,8754,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM JK,BSNL GSM,Jammu & Kashmir,JK,CMTS,GSM,,140,,
8755,8755,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM KA,BSNL GSM,Karnataka,KA,CMTS,GSM,M,142,,
8756,8756,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM KL,BSNL GSM,Kerala,KL,CMTS,GSM,M,142,,
8757,8757,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM KO,BSNL GSM,Kolkata,KO,CMTS,GSM,M,142,,
8769,8769,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM MH,BSNL GSM,Maharashtra,MH,CMTS,GSM,,140,,
8790,8790,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM MP,BSNL GSM,Madhya Pradesh,MP,CMTS,GSM,M,140,,
8800,8800,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM NE,BSNL GSM,North East,NE,CMTS,GSM,M,142,,
8809,8809,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM OR,BSNL GSM,Orissa,OR,CMTS,GSM,M,142,,
8826,8826,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM PB,BSNL GSM,Punjab,PB,CMTS,GSM,,140,,
8827,8827,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM RJ,BSNL GSM,Rajasthan,RJ,CMTS,GSM,,140,,
8853,8853,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM TN,BSNL GSM,Tamilnadu                                          (excluding Chennai Service Area) ,TN,CMTS,GSM,M,142,,
8861,8861,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM UE,BSNL GSM,Uttar Pradesh (East),UE,CMTS,GSM,,140,,
8870,8870,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM UW,BSNL GSM,Uttar Pradesh (West),UW,CMTS,GSM,,140,,
8890,8890,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,BSNL GSM WB,BSNL GSM,West Bengal,WB,CMTS,GSM,M,142,,
8894,8894,AIRTEL,HP,3000,GSM,Please route Through BTSL (AES),4,,,,ETISALAT AP,ETISALAT,Andhra Pradesh,AP,UAS,GSM,M,200,,
8897,8897,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,ETISALAT BR,ETISALAT,Bihar,BR,UAS,GSM,M,200,,
8901,8901,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),4,,,,ETISALAT DL,ETISALAT,Delhi,DL,UAS,GSM,,200,,
8929,8929,RELIANCE_GSM,HR,3133,GSM,Please route Through BTSL (AES),4,,,,ETISALAT GJ,ETISALAT,Gujarat,GJ,UAS,GSM,,200,,
8930,8930,VODAFONE,HR,4102,GSM,Please route Through BTSL (AES),4,,,,ETISALAT HR,ETISALAT,Haryana,HR,UAS,GSM,,200,,
8950,8950,TATA_GSM,HR,3289,GSM,Please route Through BTSL (AES),4,,,,ETISALAT KA,ETISALAT,Karnataka,KA,UAS,GSM,M,200,,
8953,8953,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,ETISALAT KL,ETISALAT,Kerala,KL,UAS,GSM,M,200,,
8967,8967,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),4,,,,ETISALAT MH,ETISALAT,Maharashtra,MH,UAS,GSM,,200,,
8968,8968,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),4,,,,ETISALAT MP,ETISALAT,Madhya Pradesh,MP,UAS,GSM,M,200,,
8969,8969,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,ETISALAT MU,ETISALAT,Mumbai,MU,UAS,GSM,,200,,
8971,8971,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,ETISALAT PB,ETISALAT,Punjab,PB,UAS,GSM,,200,,
8972,8972,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),4,,,,ETISALAT RJ,ETISALAT,Rajasthan,RJ,UAS,GSM,,200,,
8974,8974,AIRTEL,NE,3024,GSM,Please route Through BTSL (AES),4,,,,ETISALAT TN,ETISALAT,Tamilnadu                                          (including Chennai Service Area) ,TN,UAS,GSM,M,200,,
8978,8978,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,ETISALAT UE,ETISALAT,Uttar Pradesh (East),UE,UAS,GSM,,200,,
8979,8979,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),4,,,,ETISALAT UW,ETISALAT,Uttar Pradesh (West),UW,UAS,GSM,,200,,
9000,9000,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,HFCL CDMA PB,HFCL CDMA,Punjab,PB,UAS,CDMA,,241,,
9001,9001,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,HFCL GSM PB,HFCL GSM,Punjab,PB,UAS,GSM,,240,,
9002,9002,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),4,,,,IDEA AP,IDEA,Andhra Pradesh,AP,CMTS,GSM,M,160,,
9003,9003,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,IDEA AS,IDEA,Assam ,AS,UAS,GSM,M,160,,
9004,9004,AIRTEL,MB,3007,GSM,Please route Through BTSL (AES),4,,,,IDEA BR,IDEA,Bihar,BR,UAS,GSM,M,160,,
9005,9005,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,IDEA DL,IDEA,Delhi,DL,CMTS,GSM,,160,,
9006,9006,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,IDEA GJ,IDEA,Gujarat,GJ,CMTS,GSM,,160,,
9007,9007,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),4,,,,IDEA HP,IDEA,Himachal Pradesh,HP,CMTS,GSM,,160,,
9008,9008,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,IDEA HR,IDEA,Haryana,HR,CMTS,GSM,,160,,
9017,9017,RELIANCE_GSM,HR,3133,GSM,Please route Through BTSL (AES),4,,,,IDEA JK,IDEA,Jammu & Kashmir,JK,UAS,GSM,,160,,
9034,9034,TATA_GSM,HR,3289,GSM,Please route Through BTSL (AES),4,,,,IDEA KA,IDEA,Karnataka,KA,UAS,GSM,M,160,,
9050,9050,VODAFONE,HR,4102,GSM,Please route Through BTSL (AES),4,,,,IDEA KL,IDEA,Kerala,KL,CMTS,GSM,M,160,,
9053,9053,UNINOR,HR,3506,GSM,Please route Through BTSL (AES),4,,,,IDEA KO,IDEA,Kolkata,KO,UAS,GSM,M,160,,
9068,9068,VEDIOCON,HR,3032,GSM,Please route Through BTSL (AES),4,,,,IDEA MH,IDEA,Maharashtra,MH,CMTS,GSM,,160,,
9096,9096,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),4,,,,IDEA MP,IDEA,Madhya Pradesh,MP,CMTS,GSM,M,160,,
9105,9105,LOOP,HR,3090,GSM,Please route Through BTSL (AES),4,,,,IDEA MU,IDEA,Mumbai,MU,UAS,GSM,,160,,
9138,9138,MTS,HR,3165,CDMA,Please route Through BTSL (AES),4,,,,IDEA NE,IDEA,North East,NE,UAS,GSM,M,160,,
9162,9162,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,IDEA OR,IDEA,Orissa,OR,UAS,GSM,M,160,,
9163,9163,AIRTEL,KO,3004,GSM,Please route Through BTSL (AES),4,,,,IDEA PB,IDEA,Punjab,PB,UAS,GSM,,160,,
9166,9166,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,IDEA RJ,IDEA,Rajasthan,RJ,CMTS,GSM,,160,,
9177,9177,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,IDEA TN,IDEA,Tamilnadu                                          (including Chennai Service Area) ,TN,UAS,GSM,M,160,,
9178,9178,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),4,,,,IDEA UE,IDEA,Uttar Pradesh (East),UE,CMTS,GSM,,160,,
9179,9179,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),4,,,,IDEA UW,IDEA,Uttar Pradesh (West),UW,CMTS,GSM,,160,,
9198,9198,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,IDEA WB,IDEA,West Bengal,WB,UAS,GSM,M,160,,
9199,9199,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,LOOP AP,LOOP,Andhra Pradesh,AP,UAS,GSM,M,130,,
9215,9215,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),4,,,,LOOP AS,LOOP,Assam ,AS,UAS,GSM,M,130,,
9253,9253,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),4,,,,LOOP BR,LOOP,Bihar,BR,UAS,GSM,M,130,,
9254,9254,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),4,,,,LOOP GJ,LOOP,Gujarat,GJ,UAS,GSM,,130,,
9255,9255,TATA_CDMA,HR,3442,CDMA,Please route Through BTSL (AES),4,,,,LOOP HP,LOOP,Himachal Pradesh,HP,UAS,GSM,,130,,
9315,9315,RELIANCE_CDMA,HR,3114,CDMA,Please route Through BTSL (AES),4,,,,LOOP HR,LOOP,Haryana,HR,UAS,GSM,,130,,
9354,9354,RELIANCE_CDMA,HR,3114,CDMA,Please route Through BTSL (AES),4,,,,LOOP JK,LOOP,Jammu & Kashmir,JK,UAS,GSM,,130,,
9355,9355,RELIANCE_CDMA,HR,3114,CDMA,Please route Through BTSL (AES),4,,,,LOOP KA,LOOP,Karnataka,KA,UAS,GSM,M,130,,
9416,9416,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),4,,,,LOOP KL,LOOP,Kerala,KL,UAS,GSM,M,130,,
9466,9466,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),4,,,,LOOP KO,LOOP,Kolkata,KO,UAS,GSM,M,130,,
9467,9467,BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),4,,,,LOOP MH,LOOP,Maharashtra,MH,UAS,GSM,,130,,
9500,9500,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,LOOP MP,LOOP,Madhya Pradesh,MP,UAS,GSM,M,130,,
9501,9501,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),4,,,,LOOP MU,LOOP,Mumbai,MU,CMTS,GSM,,130,,
9502,9502,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,LOOP NE,LOOP,North East,NE,UAS,GSM,M,130,,
9503,9503,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),4,,,,LOOP OR,LOOP,Orissa,OR,UAS,GSM,M,130,,
9518,9518,ETISALAT,HR,3271,GSM,Please route Through BTSL (AES),4,,,,LOOP PB,LOOP,Punjab,PB,UAS,GSM,,130,,
9535,9535,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,LOOP RJ,LOOP,Rajasthan,RJ,UAS,GSM,,130,,
9541,9541,RELIANCE_GSM,HR,3133,GSM,Please route Through BTSL (AES),4,,,,LOOP TN,LOOP,Tamilnadu                                          (including Chennai Service Area) ,TN,UAS,GSM,M,130,,
9546,9546,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,LOOP UE,LOOP,Uttar Pradesh (East),UE,UAS,GSM,,130,,
9547,9547,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),4,,,,LOOP UW,LOOP,Uttar Pradesh (West),UW,UAS,GSM,,130,,
9550,9550,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,LOOP WB,LOOP,West Bengal,WB,UAS,GSM,M,130,,
9556,9556,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),4,,,,MTNL GSM DL,MTNL GSM,Delhi,DL,CMTS,GSM,,170,,
9557,9557,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),4,,,,MTNL GSM MU,MTNL GSM,Mumbai,MU,CMTS,GSM,,170,,
9558,9558,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),4,,,,MTS AP,MTS,Andhra Pradesh,AP,UAS,CDMA,M,251,,
9559,9559,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,MTS AS,MTS,Assam ,AS,UAS,CDMA,M,251,,
9560,9560,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),4,,,,MTS BR,MTS,Bihar,BR,UAS,CDMA,M,251,,
9561,9561,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),4,,,,MTS DL,MTS,Delhi,DL,UAS,CDMA,,251,,
9566,9566,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,MTS GJ,MTS,Gujarat,GJ,UAS,CDMA,,251,,
9571,9571,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,MTS HP,MTS,Himachal Pradesh,HP,UAS,CDMA,,251,,
9572,9572,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,MTS HR,MTS,Haryana,HR,UAS,CDMA,,251,,
9573,9573,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,MTS JK,MTS,Jammu & Kashmir,JK,UAS,CDMA,,251,,
9589,9589,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),4,,,,MTS KA,MTS,Karnataka,KA,UAS,CDMA,M,251,,
9591,9591,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,MTS KL,MTS,Kerala,KL,UAS,CDMA,M,251,,
9597,9597,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,MTS KO,MTS,Kolkata,KO,UAS,CDMA,M,251,,
9600,9600,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,MTS MH,MTS,Maharashtra,MH,UAS,CDMA,,251,,
9601,9601,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),4,,,,MTS MP,MTS,Madhya Pradesh,MP,UAS,CDMA,M,251,,
9602,9602,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,MTS MU,MTS,Mumbai,MU,UAS,CDMA,,251,,
9611,9611,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,MTS NE,MTS,North East,NE,UAS,CDMA,M,251,,
9612,9612,AIRTEL,NE,3024,GSM,Please route Through BTSL (AES),4,,,,MTS OR,MTS,Orissa,OR,UAS,CDMA,M,251,,
9618,9618,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,MTS PB,MTS,Punjab,PB,UAS,CDMA,,251,,
9621,9621,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,MTS RJ,MTS,Rajasthan,RJ,UAS,CDMA,,251,,
9629,9629,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),4,,,,MTS TN,MTS,Tamilnadu                                          (including Chennai Service Area) ,TN,UAS,CDMA,M,251,,
9630,9630,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),4,,,,MTS UE,MTS,Uttar Pradesh (East),UE,UAS,CDMA,,251,,
9631,9631,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,MTS UW,MTS,Uttar Pradesh (West),UW,UAS,CDMA,,251,,
9632,9632,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,MTS WB,MTS,West Bengal,WB,UAS,CDMA,M,251,,
9634,9634,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA AP,RELIANCE CDMA,Andhra Pradesh,AP,UAS,CDMA,M,181,,
9635,9635,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA BR,RELIANCE CDMA,Bihar,BR,UAS,CDMA,M,181,,
9636,9636,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA DL,RELIANCE CDMA,Delhi,DL,UAS,CDMA,,181,,
9650,9650,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA GJ,RELIANCE CDMA,Gujarat,GJ,UAS,CDMA,,181,,
9651,9651,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA HP,RELIANCE CDMA,Himachal Pradesh,HP,UAS,CDMA,,181,,
9652,9652,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA HR,RELIANCE CDMA,Haryana,HR,UAS,CDMA,,181,,
9660,9660,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA JK,RELIANCE CDMA,Jammu & Kashmir,JK,UAS,CDMA,,181,,
9661,9661,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA KA,RELIANCE CDMA,Karnataka,KA,UAS,CDMA,M,181,,
9662,9662,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA KL,RELIANCE CDMA,Kerala,KL,UAS,CDMA,M,181,,
9663,9663,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA KO,RELIANCE CDMA,Kolkata,KO,UAS,CDMA,M,181,,
9665,9665,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA MH,RELIANCE CDMA,Maharashtra,MH,UAS,CDMA,,181,,
9668,9668,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),4,,,,RELIANCE CDMA MP,RELIANCE CDMA,Madhya Pradesh,MP,UAS,CDMA,M,181,,
